isbn,section,title,page
9780471727552,E.9,"Signal-to-Noise Ratios, Performance Criteria, and Transformations: From Technometrics, Vol. 30, No. 1, pp. 1-17 (1988)",522
9780471727552,Part F,Songs,551
9780471727552,F.1,There's No Theorem Like Bayes Theorem,553
9780471727552,F.2,It's Distribution Free,557
9780471727552,F.3,I Am the Very Model of a Professor Statistical,560
9780471727811,1,Preliminaries,1
9780471727811,2,Clinical trials as research,9
9780471727811,3,Why clinical trials are ethical,29
9780471727811,4,Contexts for clinical trials,65
9780471727811,5,Statistical perspectives,107
9780471727811,6,Clinical trials as experimental designs,127
9780471727811,7,Random error and bias,167
9780471727811,8,Objectives and outcomes,187
9780471727811,9,Translational clinical trials,211
9780471727811,10,Dose-finding designs,223
9780471727811,11,Sample size and power,251
9780471727811,12,The study cohort,309
9780471727811,13,Treatment allocation,331
9780471727811,14,Treatment effects monitoring,355
9780471727811,15,Counting subjects and events,395
9780471727811,16,Estimating clinical effects,409
9780471727811,17,Prognostic factor analyses,453
9780471727811,18,Reporting and authorship,479
9780471727811,19,Factorial designs,501
9780471727811,20,Crossover designs,515
9780471727811,21,Meta-analyses,529
9780471727811,22,Misconduct and fraud in clinical research,539
9780471727811,A,Data and programs,565
9780471727811,B,Notation and terminology,569
9780471727811,C,Abbreviations,587
9780471727811,D,Nuremberg Code,591
9780471727811,E,Declaration of Helsinki,593
9780471727811,F,NCI data and safety monitoring policy,599
9780471727811,G,NIH data and safety monitoring policy,605
9780471727811,H,Royal Statistical Society code of conduct,609
9780471727828,1,Introduction,1
9780471727828,2,Model formulation,17
9780471727828,3,Examples,33
9780471727828,4,Finite-horizon Markov decision processes,74
9780471727828,5,Infinite-horizon models : foundations,119
9780471727828,6,Discounted Markov decision problems,142
9780471727828,7,The expected total-reward criterion,277
9780471727828,8,Average reward and related criteria,331
9780471727828,9,The average reward criterion-multichain and communicating models,441
9780471727828,10,Sensitive discount optimality,492
9780471727828,11,Continuous-time models,530
9780471727828,App. A,Markov chains,587
9780471727828,App. B,Semicontinuous functions,602
9780471727828,App. C,Normed linear spaces,605
9780471727828,App. D,Linear programming,610
9780471731917,1,Variation (or what statistics is all about),1
9780471731917,2,Probability,39
9780471731917,3,Distributions,63
9780471731917,4,Testing hypotheses,89
9780471731917,5,Designing an experiment or survey,105
9780471731917,6,Analyzing complex experiments,137
9780471731917,7,Developing models,155
9780471731917,8,Reporting your findings,195
9780471731917,9,Problem solving,211
9780471731917,App,An Microsoft Office Excel primer,221
9780471735472,Ch. 1,Introduction,3
9780471735472,Ch. 2,Frequency distributions and graphs,23
9780471735472,Ch. 3,Transformed scores I : percentiles,42
9780471735472,Ch. 4,Measures of central tendency,56
9780471735472,Ch. 5,Measures of variability,69
9780471735472,Ch. 6,Additional techniques for describing batches of data,85
9780471735472,Ch. 7,Transformed scores II : z and T scores,94
9780471735472,Ch. 8,The normal distribution,108
9780471735472,Ch. 9,Introduction to statistical inference,125
9780471735472,Ch. 10,The one-sample t test and interval estimation,150
9780471735472,Ch. 11,Testing hypotheses about the difference between the means of two populations,167
9780471735472,Ch. 12,Linear correlation and prediction,197
9780471735472,Ch. 13,The connection between correlation and the t test,241
9780471735472,Ch. 14,Introduction to power analysis,255
9780471735472,Ch. 15,One-way analysis of variance,289
9780471735472,Ch. 16,Multiple comparisons,314
9780471735472,Ch. 17,Introduction to factorial design : two-way analysis of variance,332
9780471735472,Ch. 18,Repeated-measures ANOVA,359
9780471735472,Ch. 19,Introduction to probability and nonparametric methods,389
9780471735472,Ch. 20,Chi square tests,409
9780471735472,Ch. 21,Tests for ordinal data,432
9780471735564,Ch. 1,The Role of Statistics in Engineering,1
9780471735564,Ch. 2,Probability,16
9780471735564,Ch. 3,Discrete Random Variables and Probability Distributions,59
9780471735564,Ch. 4,Continuous Random Variables and Probability Distributions,97
9780471735564,Ch. 5,Joint Probability Distributions,141
9780471735564,Ch. 6,Random Sampling and Data Description,189
9780471735564,Ch. 7,Point Estimation of Parameters,220
9780471735564,Ch. 8,Statistical Intervals for a Single Sample,247
9780471735564,Ch. 9,Tests of Hypotheses for a Single Sample,277
9780471735564,Ch. 10,Statistical Inference for Two Samples,327
9780471735564,Ch. 11,Simple Linear Regression and Correlation,372
9780471735564,Ch. 12,Multiple Linear Regression,410
9780471735564,Ch. 13,Design and Analysis of Single-Factor Experiments: The Analysis of Variance,468
9780471735564,Ch. 14,Design of Experiments with Several Factors,505
9780471735564,Ch. 15,Nonparametric Statistics,571
9780471735564,Ch. 16,Statistical Quality Control,595
9780471735571,Ch. 1,The Role of Statistics in Engineering,1
9780471735571,Ch. 2,Data Summary and Presentation,18
9780471735571,Ch. 3,Random Variables and Probability Distributions,46
9780471735571,Ch. 4,Decision Making for a Single Sample,128
9780471735571,Ch. 5,Decision Making for Two Samples,198
9780471735571,Ch. 6,Building Empirical Models,261
9780471735571,Ch. 7,Design of Engineering Experiments,317
9780471735571,Ch. 8,Statistical Process Control,389
9780471735571,App. A,Statistical Tables and Charts,433
9780471735571,App. C,Answers to Selected Problems,450
9780471735779,1,Introduction and motivation,1
9780471735779,2,One-dimensional estimators,78
9780471735779,3,One-dimensional tests,187
9780471735779,4,Multidimensional estimators,225
9780471735779,5,Estimation of covariance matrices and multivariate location,270
9780471735779,6,Linear models : robust estimation,307
9780471735779,7,Linear models : robust testing,342
9780471735779,8,Complements and outlook,387
9780471735786,1,Introduction,1
9780471735786,2,Partitioning around medoids (program PAM),68
9780471735786,3,Clustering large applications (program CLARA),126
9780471735786,4,Fuzzy analysis (program FANNY),164
9780471735786,5,Agglomerative nesting (program AGNES),199
9780471735786,6,Divisive analysis (program DIANA),253
9780471735786,7,Monothetic analysis (program MONA),280
9780471745839,1,Exordium,1
9780471745839,2,Smoothing for data with an equispaced predictor,23
9780471745839,3,Nonparametric regression for one-dimensional predictor,103
9780471745839,4,Multidimensional smoothing,231
9780471745839,5,Nonparametric regression with predictors represented as distributions,325
9780471745839,6,Smoothing of histograms and nonparametric probability density functions,359
9780471745839,7,Pattern recognition,409
9780471745839,App. A,Creation and applications of B-spline bases,473
9780471745839,App. B,R objects,501
9780471746966,1,Introduction,1
9780471746966,2,Simple linear regression,21
9780471746966,3,Multiple linear regression,53
9780471746966,4,Regression diagnostics : detection of model violations,85
9780471746966,5,Qualitative variables as predictors,121
9780471746966,6,Transformation of variables,151
9780471746966,7,Weighted least squares,179
9780471746966,8,The problem of correlated errors,197
9780471746966,9,Analysis of collinear data,221
9780471746966,10,Biased estimation of regression coefficients,259
9780471746966,11,Variable selection procedures,281
9780471746966,12,Logistic regression,317
9780471746966,13,Further topics,341
9780471754954,1,Introduction,1
9780471754954,2,Simple linear regression,12
9780471754954,3,Multiple linear regression,63
9780471754954,4,Model adequacy checking,122
9780471754954,5,Transformations and weighting to correct model inadequacies,160
9780471754954,6,Diagnostics for leverage and influence,189
9780471754954,7,Polynomial regression models,201
9780471754954,8,Indicator variables,237
9780471754954,9,Variable selection and model building,261
9780471754954,10,Validation of regression models,305
9780471754954,11,Multicollinearity,323
9780471754954,12,Robust regression,369
9780471754954,13,Introduction to nonlinear regression,397
9780471754954,14,Generalized linear models,427
9780471754954,15,Other topics in the use of regression analysis,475
9780471754992,1,Introduction to Regression Modeling of Survival Data,1
9780471754992,2,Descriptive Methods for Survival Data,27
9780471754992,3,Regression Models for Survival Data,87
9780471754992,4,Interpretation of a Fitted Proportional Hazards Regression Model,113
9780471754992,5,Model Development,158
9780471754992,6,Assessment of Model Adequacy,196
9780471754992,7,Extensions of the Proportional Hazards Model,241
9780471754992,8,Parametric Regression Models,271
9780471754992,9,Other Models and Topics,307
9780471754992,App. 1,The Delta Method,354
9780471754992,App. 2,An Introduction to the Counting Process Approach to Survival Analysis,358
9780471754992,App. 3,Percentiles for Computation of the Hall and Wellner Confidence Band,364
9780471763833,Ch. 1,Scientific Thinking in Psychology,1
9780471763833,Ch. 2,Ethics in Psychological Research,35
9780471763833,Ch. 3,Developing Ideas for Research in Psychology,71
9780471763833,Ch. 4,Measurement and Data Analysis,107
9780471763833,Ch. 5,Introduction to Experimental Research,145
9780471763833,Ch. 6,Control Problems in Experimental Research,177
9780471763833,Ch. 7,Experimental Design I: Single-Factor Designs,213
9780471763833,Ch. 8,Experimental Design II: Factorial Designs,245
9780471763833,Ch. 9,Correlational Research,281
9780471763833,Ch. 10,Quasi-Experimental Designs and Applied Research,315
9780471763833,Ch. 11,Small N Designs,353
9780471763833,Ch. 12,Observational and Survey Research Methods,391
9780471763833,App. A,Communicating the Results of Research in Psychology,435
9780471763833,App. B,The Ethics Code of the American Psychological Association,467
9780471769866,1,Operator semigroups,6
9780471769866,2,Stochastic processes and martingales,49
9780471769866,3,Convergence of probability measures,95
9780471769866,4,Generators and markov processes,155
9780471769866,5,Stochastic integral equations,275
9780471769866,6,Random time changes,306
9780471769866,7,Invariance principles and diffusion approximations,337
9780471769866,8,Examples of generators,365
9780471769866,9,Branching processes,386
9780471769866,10,Genetic models,410
9780471769866,11,Density dependent population processes,452
9780471769866,12,Random evolutions,468
9780471769866,App. 1,Convergence of expectations,492
9780471769866,App. 2,Uniform integrability,493
9780471769866,App. 3,Bounded pointwise convergence,495
9780471769866,App. 4,Monotone class theorems,496
9780471769866,App. 5,Gronwall's inequality,498
9780471769866,App. 6,The Whitney extension theorem,499
9780471769866,App. 7,Approximation by polynomials,500
9780471769866,App. 8,Bimeasures and transition functions,502
9780471769866,App. 9,Tulcea's theorem,504
9780471769866,App. 10,Measurable selections and measurability of inverses,506
9780471769866,App. 11,Analytic sets,506
9780471769880,1,The counting process and martingale framework,15
9780471769880,2,Local square integrable martingales,51
9780471769880,3,Finite sample moments and large sample consistency of tests and estimators,89
9780471769880,4,Censored data regression models and their application,125
9780471769880,5,Martingale central limit theorem,201
9780471769880,6,Large sample results of the Kaplan-Meier estimator,229
9780471769880,7,Weighted logrank statistics,255
9780471769880,8,Distribution theory for proportional hazards regression,287
9780471769880,App. A,Some results from Stieltjes integration and probability theory,317
9780471769880,App. B,An introduction to weak convergence,331
9780471769880,App. C,The martingale central limit theorem : some preliminaries,343
9780471772590,1,Terms of Trade: The Flow of Funds Through the Health Care System,1
9780471772590,2,Demand,21
9780471772590,3,Cost-Benefit and Cost-Effectiveness Analysis,39
9780471772590,4,Insurance,67
9780471772590,5,Insurance Contracts and Managed Care,86
9780471772590,6,Physicians,106
9780471772590,7,"Medical Education, Organization, and Business Practices",127
9780471772590,8,Hospitals,154
9780471772590,9,Management and Regulation of Hospital Costs,175
9780471772590,10,Managed Care,197
9780471772590,11,Long-Term Care,227
9780471772590,12,Pharmaceuticals,251
9780471772590,13,Introduction to the Macroeconomics of Health,277
9780471772590,14,The Role of Government,284
9780471772590,15,Public Goods and Public Health,305
9780471772590,16,"Economic History, Population Growth, and Medical Care",324
